anime_id,title,source,rating,score,scored_by,premiered,studio
30127,danchigai,4-koma manga,pg-13 - teens 13 or older,6.63,27516,summer 2015,creators in pack
408,final fantasy vii: last order,game,pg-13 - teens 13 or older,7.42,32800,unknown,madhouse
22455,hello kitty no circus ga yatte kita,unknown,g - all ages,6.17,53,unknown,
37706,akuma no kimuraa-hen,original,g - all ages,6.88,354,unknown,
1758,di gi charat tsuyu specials,unknown,g - all ages,6.7,350,unknown,madhouse
2302,mobile suit sd gundam mk i,unknown,pg - children,6.45,1202,unknown,sunrise
14349,little witch academia,original,pg-13 - teens 13 or older,7.96,110808,unknown,trigger
2230,hana no ko lunlun,original,g - all ages,6.97,816,winter 1979,toei animation
30927,"hanakappa no koutsuu anzen: cake wo momomete migi, hidari, migi",unknown,g - all ages,5.4,5,unknown,toei animation
6046,tales of vesperia: the first strike,game,pg-13 - teens 13 or older,7.73,17062,unknown,production i.g
24179,strobe light,unknown,g - all ages,6.04,307,unknown,
1893,azuki-chan,manga,g - all ages,6.83,628,spring 1995,madhouse
32852,survivor,music,pg - children,4.77,64,unknown,moss design unit
10671,morita-san wa mukuchi.,4-koma manga,pg-13 - teens 13 or older,6.6,8029,summer 2011,seven
33709,garo: guren no tsuki special,original,pg-13 - teens 13 or older,6.24,499,unknown,mappa
12451,gattai robot atranger,unknown,none,4.37,19,unknown,
3116,dash! yonkurou,manga,g - all ages,7.04,541,fall 1989,
776,nanaka 6/17,manga,pg-13 - teens 13 or older,6.71,2703,winter 2003,j.c.staff
3499,dinozone,unknown,g - all ages,5.77,302,unknown,sunrise
25979,sheep in the island,original,g - all ages,4.75,40,unknown,rg animation studios
7396,shuffle! prologue,visual novel,pg-13 - teens 13 or older,6.84,5161,unknown,asread
9528,transformers superlink special,unknown,pg-13 - teens 13 or older,5.96,190,unknown,actas
5260,pankunchi,unknown,g - all ages,5.88,66,unknown,
32190,omoi no kakera,original,pg-13 - teens 13 or older,6.62,1865,unknown,fukushima gainax
19495,hakusai anime,unknown,pg - children,5.38,34,unknown,
336,ginyuu mokushiroku meine liebe,visual novel,pg-13 - teens 13 or older,6.5,3115,fall 2004,bee train
31500,high school fleet,original,pg-13 - teens 13 or older,7.33,24628,spring 2016,production ims
33573,bang dream!,manga,pg-13 - teens 13 or older,6.84,6988,winter 2017,"xebec, issen"
32483,cheer danshi!!,novel,pg-13 - teens 13 or older,6.84,14143,summer 2016,brain&#039
33318,scripta volant,book,g - all ages,5.57,23,unknown,
9911,houkago no pleiades,original,g - all ages,6.19,7782,unknown,gainax
29937,qin shi ming yue zhi: luosheng tangxia,novel,pg-13 - teens 13 or older,6.27,52,unknown,sparkly key animation studio
34534,natsume yuujinchou go specials,manga,pg-13 - teens 13 or older,8.38,6595,unknown,shuka
5304,akiba-chan,unknown,g - all ages,5.33,644,summer 2008,
27561,j league wo 100-bai tanoshiku miru houhou!!,unknown,g - all ages,4.22,9,unknown,
30056,amagi brilliant park: wakuwaku mini theater - rakugaki backstage,light novel,pg-13 - teens 13 or older,6.64,9512,unknown,kyoto animation
2056,cosmo police justy,manga,pg-13 - teens 13 or older,5.7,598,unknown,studio pierrot
35484,osake wa fuufu ni natte kara,web manga,pg-13 - teens 13 or older,6.94,27055,fall 2017,creators in pack
10511,toyama kankou anime project,original,g - all ages,5.49,191,unknown,p.a. works
25305,isewan taifuu monogatari,unknown,g - all ages,7.65,17,unknown,
28547,nobunaga-kun no jitensha no rule wo mamoru no ja,unknown,g - all ages,5.57,7,unknown,
31610,kyoukai no rinne (tv) 2nd season,manga,pg-13 - teens 13 or older,7.27,7819,spring 2016,brain&#039
33811,teekyuu 8,manga,pg-13 - teens 13 or older,6.78,4125,fall 2016,millepensee
16131,machine robo: butchigiri battle hackers,unknown,pg-13 - teens 13 or older,6.25,54,summer 1987,
1728,super gals! kotobuki ran,manga,pg-13 - teens 13 or older,7.52,4815,spring 2001,studio pierrot
2560,terra e...,manga,pg-13 - teens 13 or older,6.57,2164,unknown,toei animation
12651,danball senki w,game,g - all ages,7.28,1092,winter 2012,olm
2584,soukou kihei votoms: big battle,original,pg-13 - teens 13 or older,6.83,996,unknown,sunrise
4470,gene diver,original,pg-13 - teens 13 or older,6.5,34,spring 1994,
32863,ansatsu kyoushitsu 2nd season: kagaijugyou-hen,manga,pg-13 - teens 13 or older,7.91,5093,unknown,lerche
35383,yousei land mukashibanashi,picture book,pg - children,4.03,95,s tokyo mx1 channel.,
29677,kage,original,g - all ages,4.34,44,unknown,
34718,sekisou-tai,original,g - all ages,3.67,3,unknown,
7752,bao lian deng,other,g - all ages,6.34,101,unknown,
3842,doubutsu takarajima,novel,g - all ages,6.6,401,unknown,toei animation
3930,issunboushi no shusse,original,g - all ages,4.64,491,unknown,
33326,aftermath,original,g - all ages,6.12,454,unknown,
36127,animation de tsutaeru: hibakusha kara no tegami,other,g - all ages,6.24,29,unknown,
5116,candy boy episode: ex01 - mirai yohouzu,original,pg-13 - teens 13 or older,6.99,11191,unknown,aic
21935,sore ike! anpanman: anpanman to okashi na nakama,unknown,pg - children,5.33,21,unknown,
37178,kiratto pri☆chan,game,pg - children,6.62,134,spring 2018,"tatsunoko production, dongwoo a&amp;e"
30705,makura no danshi,original,pg-13 - teens 13 or older,4.75,11670,summer 2015,feel.
12337,soukou kihei votoms recaps,unknown,pg-13 - teens 13 or older,6.43,94,unknown,sunrise
16786,bulsajo robot phoenix king,unknown,pg - children,4.37,93,unknown,
1954,rayearth,manga,pg-13 - teens 13 or older,7,5295,unknown,tms entertainment
2167,clannad,visual novel,pg-13 - teens 13 or older,8.21,423019,fall 2007,kyoto animation
8457,yozakura quartet: hoshi no umi,manga,pg-13 - teens 13 or older,7.46,11682,unknown,tatsunoko production
6211,tokyo magnitude 8.0,original,pg-13 - teens 13 or older,8.16,70538,summer 2009,"bones, kinema citrus"
3392,kiniro no corda: primo passo - hitonatsu no encore,unknown,g - all ages,7.55,11272,unknown,
36955,tales of the rays (2018),game,none,0,0,unknown,
19997,fight da!! pyuta,unknown,g - all ages,6.57,7,spring 1968,
7720,ookiku furikabutte: natsu no taikai-hen,manga,pg-13 - teens 13 or older,8.14,14343,spring 2010,a-1 pictures
4213,saishuu shiken kujira progressive,unknown,pg-13 - teens 13 or older,6.26,763,unknown,zexcs
406,buzzer beater,web manga,pg-13 - teens 13 or older,6.66,4441,winter 2005,tms entertainment
4856,fuuma no kojirou: fuuma hanran-hen,manga,pg-13 - teens 13 or older,6.75,249,unknown,animate film
36173,suna no wakusei feat. hatsune miku,original,g - all ages,6.81,247,unknown,minakata laboratory
496,kamui no ken,novel,pg-13 - teens 13 or older,6.69,1251,unknown,madhouse
32202,kimi ni maji kyun!,original,pg-13 - teens 13 or older,6.74,499,unknown,sunrise
23153,hayate no gotoku! ova,manga,pg-13 - teens 13 or older,7.23,3133,unknown,manglobe
7629,the arari show,unknown,pg - children,5,11,summer 2006,
846,school rumble ni gakki,manga,pg-13 - teens 13 or older,8.11,65095,spring 2006,studio comet
3381,fushigi no umi no nadia specials,original,pg-13 - teens 13 or older,6.62,805,unknown,gainax
10799,chime,unknown,g - all ages,6.01,2220,unknown,studio deen
34000,sugar bunnies fleur specials,original,g - all ages,5,7,unknown,asahi production
4715,shigofumi: sorekara,original,pg-13 - teens 13 or older,7.43,7766,unknown,j.c.staff
5723,mobile suit gundam: more information on the universal century,original,pg-13 - teens 13 or older,6.23,455,unknown,sunrise
37747,ame-iro cocoa 5th season,digital manga,pg-13 - teens 13 or older,0,0,unknown,
15489,yu☆gi☆oh! zexal second,manga,pg-13 - teens 13 or older,7.01,7441,fall 2012,studio gallop
1536,busou renkin,manga,pg-13 - teens 13 or older,7.46,58767,fall 2006,xebec
13435,taka no tsume neo announcement movie,unknown,pg-13 - teens 13 or older,4.09,47,unknown,
2810,anime himitsu no hanazono,book,g - all ages,7.12,1416,spring 1991,
35338,saenai heroine no sodatekata ♭: koi to junjou no service-kai,light novel,pg-13 - teens 13 or older,7.37,23859,unknown,a-1 pictures
35294,candle,music,pg-13 - teens 13 or older,5.38,66,unknown,
2450,crayon shin-chan movie 09: arashi wo yobu mouretsu! otona teikoku no gyakushuu,manga,g - all ages,7.77,1938,unknown,shin-ei animation
37249,dc super heroes vs taka no tsume dan promotion eizou,original,g - all ages,4.28,40,unknown,dle
2495,chance triangle session,radio,pg-13 - teens 13 or older,6.72,1229,spring 2001,madhouse
2793,hi no tori 2772: ai no cosmozone,original,g - all ages,6.81,917,unknown,
5289,beast wars second chou seimeitai transformers: lio convoy kiki ippatsu! movie,unknown,pg-13 - teens 13 or older,6.19,277,unknown,
8162,mugen shinshi: bouken katsugeki-hen,manga,pg-13 - teens 13 or older,5.59,213,unknown,studio gallop
33036,suki ni naru sono shunkan wo.: kokuhaku jikkou iinkai,music,pg-13 - teens 13 or older,7.21,13660,unknown,qualia animation
36293,uchuu no uta,original,g - all ages,3.83,23,unknown,
18119,servant x service,4-koma manga,pg-13 - teens 13 or older,7.77,52895,summer 2013,a-1 pictures
31164,aloha! youkai watch: rakuen hawaii de geragerapou!!,game,g - all ages,5.41,29,unknown,
33372,overlord: ple ple pleiades (ova),light novel,pg-13 - teens 13 or older,6.9,9934,unknown,studio puyukai
10954,toei robot girls,unknown,pg-13 - teens 13 or older,5.32,598,unknown,toei animation
3366,persona: trinity soul,original,pg-13 - teens 13 or older,6.7,18311,winter 2008,a-1 pictures
5734,tayutama: kiss on my deity,visual novel,pg-13 - teens 13 or older,6.88,23154,spring 2009,silver link.
9941,tiger & bunny,original,pg-13 - teens 13 or older,8.06,54916,spring 2011,sunrise
10477,haiyoru! nyaruani: remember my love(craft-sensei) special,unknown,pg-13 - teens 13 or older,6.24,4449,unknown,dle
33078,ryoku tama shinshi,original,g - all ages,5.5,6,unknown,
907,princess princess,manga,pg-13 - teens 13 or older,7.13,21683,spring 2006,studio deen
3778,yuukan club,manga,pg-13 - teens 13 or older,6.01,128,unknown,madhouse
21867,the disappearance of conan edogawa: the worst two days in history,manga,pg-13 - teens 13 or older,7.84,2990,unknown,tms entertainment
10995,ganbare!! nattou-san,unknown,g - all ages,5.67,9,summer 2011,kachidoki studio
34658,nekopara,visual novel,pg-13 - teens 13 or older,7.16,14870,unknown,felix film
12857,star driver the movie,original,pg-13 - teens 13 or older,6.75,2469,unknown,bones
37019,komaneko: hajime no ippo,original,g - all ages,5.73,26,unknown,dwarf
1881,sasami: mahou shoujo club,unknown,pg - children,6.74,1593,spring 2006,
9888,shinryaku! ika musume specials,unknown,g - all ages,7.36,9067,unknown,diomedea
17217,kankara sanshin,unknown,pg - children,7.64,11,unknown,
5082,battle spirits: shounen toppa bashin,card game,pg - children,6.68,403,fall 2008,"sunrise, toei animation"
30154,kamiusagi rope (ona),original,g - all ages,5.73,11,unknown,
1887,lucky☆star,4-koma manga,pg-13 - teens 13 or older,7.83,188372,spring 2007,kyoto animation
37804,shirobako movie,original,pg-13 - teens 13 or older,0,0,unknown,
3516,hal & bons,unknown,pg-13 - teens 13 or older,5.17,176,unknown,
2172,crayon shin-chan movie 15: arashi wo yobu utau ketsu dake bakudan!,manga,g - all ages,6.99,560,unknown,
15993,ginga e kickoff!!: natsuyasumi special,unknown,pg - children,6.11,368,unknown,
22523,sekai no hikari: shinran shounin,unknown,pg-13 - teens 13 or older,5.86,7,unknown,
36264,drive car,music,g - all ages,4.37,30,unknown,
5278,totsugeki! pappara-tai,manga,pg-13 - teens 13 or older,6.44,32,fall 1998,magic bus
35624,neko ga kureta marui shiawase,original,g - all ages,6.25,54,unknown,yokohama animation lab
6833,ninjutsu hinotama kozou: edo no maki,original,g - all ages,3.97,362,unknown,
32817,teekyuu 7 specials,manga,pg-13 - teens 13 or older,6.31,270,unknown,millepensee
1138,medarot,game,pg - children,7.12,21141,summer 1999,bee train
16816,david gwa goliath,unknown,none,4.9,21,unknown,
29904,yellow,original,g - all ages,5,114,unknown,
34456,sentai hero sukiyaki force,original,g - all ages,6.38,8,winter 2017,studio 4°c
21273,gochuumon wa usagi desu ka?,4-koma manga,pg-13 - teens 13 or older,7.59,47219,spring 2014,white fox
35219,dc super heroes vs taka no tsume dan,other,g - all ages,5.25,28,unknown,dle
7559,fate/stay night tv reproduction,visual novel,pg-13 - teens 13 or older,7,11392,unknown,studio deen
1471,city hunter 2,manga,pg-13 - teens 13 or older,8.1,5159,spring 1988,sunrise
32784,lina poe poe,music,g - all ages,4.8,60,unknown,
36736,shikato,original,g - all ages,4.5,2,s ugo ugo ruga variety program.,
2274,clamp in wonderland,unknown,g - all ages,6.94,8054,unknown,animate film
7709,peng you town,unknown,g - all ages,5.71,59,unknown,
2534,angelique,unknown,pg - children,6.46,1465,unknown,
32582,duel masters vsrf,original,pg-13 - teens 13 or older,5.58,59,spring 2016,studio hibari
35605,astareul hyanghae chaguchagu,game,none,6.5,10,spring 2014,
21879,sword art online: sword art offline - extra edition,unknown,pg-13 - teens 13 or older,6.8,15842,unknown,a-1 pictures
30534,fen qing,unknown,pg-13 - teens 13 or older,5.36,91,unknown,
30214,a smart experiment,original,g - all ages,4.91,80,unknown,
2369,rental magica,light novel,pg-13 - teens 13 or older,7.14,15714,fall 2007,zexcs
33443,luo xiao hei zhan ji,original,pg - children,7.87,31,unknown,
35110,haikyuu!! movie 3: sainou to sense,manga,pg-13 - teens 13 or older,8.03,1088,unknown,production i.g
10893,kyousou giga,original,pg-13 - teens 13 or older,6.97,15393,unknown,toei animation
11541,ad lib anime kenkyuujo,original,g - all ages,5.89,55,fall 2011,
7083,hakushaku to yousei specials,light novel,pg-13 - teens 13 or older,6.52,1864,unknown,artland
10408,hotarubi no mori e,manga,g - all ages,8.55,174657,unknown,brain&#039
6234,true tears specials,original,g - all ages,6.39,3785,unknown,p.a. works
28555,son gokuu no hi no youjin,unknown,g - all ages,8.17,6,unknown,
33982,ishiyama-dera digital engi emaki,other,g - all ages,5.33,3,unknown,
34698,no shiba no shiba,original,g - all ages,4.33,9,unknown,
10585,chuunen punk,unknown,pg-13 - teens 13 or older,4.6,239,unknown,
37086,kakegurui 2nd season,manga,none,0,1,unknown,
11699,yurumates wa?,unknown,pg-13 - teens 13 or older,6.33,924,unknown,
18753,yahari ore no seishun love comedy wa machigatteiru. ova,light novel,pg-13 - teens 13 or older,7.63,69862,s light novel series of the same title.,unknown,"['""hello alone"" by yukino yukinoshita (saori hayami) & yui yuigahama (nao touyama)']",unknown,,unknown,,unknown,,
1152,new dominion tank police,unknown,pg-13 - teens 13 or older,7.02,2981,unknown,j.c.staff
2548,ai no wakakusa monogatari,novel,g - all ages,7.61,1796,winter 1987,nippon animation
19781,kuiba iii: zhanshen jueqi,original,g - all ages,7.16,38,unknown,
2791,makasete iruka!,manga,g - all ages,6.21,579,unknown,
7258,tabi,original,pg-13 - teens 13 or older,5.43,327,unknown,
2728,two-mix: white reflection,music,g - all ages,6.9,1258,unknown,olm
1980,trava: fist planet,unknown,pg-13 - teens 13 or older,6.64,4560,unknown,madhouse
2576,araiguma rascal,book,g - all ages,6.72,386,winter 1977,nippon animation
33662,taka no tsume 8: yoshida-kun no x-files,original,none,5.67,12,unknown,dle
34901,beyblade burst god,original,pg - children,6.66,258,spring 2017,olm
528,pokemon: mewtwo no gyakushuu,game,pg - children,7.66,86414,unknown,olm,kaze to issho ni&#039,&#039, by sachiko kobayashi'],unknown,,unknown,,
19755,oshiri kajiri mushi (tv) 2nd season,music,g - all ages,5.45,192,fall 2013,kinema citrus
704,kanon kazahana,visual novel,g - all ages,6.84,4884,unknown,toei animation
4083,wonder beat scramble,unknown,pg-13 - teens 13 or older,6.8,159,spring 1986,mushi production
9824,jigokudou reikai tsuushin,unknown,pg-13 - teens 13 or older,6.34,232,unknown,
2818,madou king granzort,original,g - all ages,7.28,337,spring 1989,sunrise
10897,boku wa tomodachi ga sukunai episode 0,light novel,pg-13 - teens 13 or older,6.83,49358,unknown,aic build
3515,saint seiya: meiou hades elysion-hen,manga,pg-13 - teens 13 or older,7.75,15240,unknown,toei animation
122,full moon wo sagashite,manga,pg-13 - teens 13 or older,8.05,31213,spring 2002,studio deen
32758,toute wa sono kotae,music,g - all ages,4.99,73,unknown,
29527,kagee mukashibanashi,unknown,g - all ages,6.23,13,unknown,
1972,meitantei holmes,novel,g - all ages,7.44,1856,fall 1984,"studio gallop, tms entertainment"
24935,recorder to randoseru mi☆ special,unknown,pg-13 - teens 13 or older,6.47,2105,unknown,seven
29729,peeping life x iodata: quiz!! input output,original,g - all ages,3.85,39,unknown,
2406,sazae-san,4-koma manga,g - all ages,6.31,597,fall 1969,eiken
23343,futari no oujisama,unknown,g - all ages,5,20,unknown,toei animation
18497,yozakura quartet: hana no uta,manga,pg-13 - teens 13 or older,7.57,25315,fall 2013,tatsunoko production
37441,psycho-pass ss case 2: first guardian,original,none,0,1,unknown,
14751,bishoujo senshi sailor moon crystal,manga,pg-13 - teens 13 or older,7.02,29222,unknown,toei animation
2727,sweet valerian,original,g - all ages,5.82,673,summer 2004,madhouse
7252,grick no bouken,book,g - all ages,6.15,82,unknown,studio korumi
33493,promised town,original,pg-13 - teens 13 or older,5.1,131,unknown,
10958,high score,4-koma manga,pg-13 - teens 13 or older,5.73,2881,fall 2011,dle
23551,choboraunyopomi gekijou dai ni maku ai mai mii: mousou catastrophe,4-koma manga,pg-13 - teens 13 or older,6.01,4439,summer 2014,seven
2910,koi koi 7 specials,unknown,pg-13 - teens 13 or older,5.94,597,unknown,
1110,mermaid melody pichi pichi pitch pure,manga,pg - children,7.18,12402,spring 2004,"actas, synergysp"
29123,world calling,unknown,g - all ages,6.13,528,unknown,
12883,tsuritama,original,pg-13 - teens 13 or older,7.79,42122,spring 2012,a-1 pictures
35386,tonpei to sarukichi,original,g - all ages,5.72,75,unknown,
7420,byulbyul iyagi,unknown,pg-13 - teens 13 or older,5.89,66,unknown,
19221,"ore no nounai sentakushi ga, gakuen love comedy wo zenryoku de jama shiteiru",light novel,pg-13 - teens 13 or older,7.45,134497,fall 2013,diomedea
34328,iwaki meisei daigaku,original,g - all ages,4.31,26,unknown,production i.g
7474,"onegai☆teacher: marie, ai no gekijou",original,pg-13 - teens 13 or older,6.88,3798,unknown,
23067,tenkai knights,original,g - all ages,6.65,497,spring 2014,bones
2634,doraemon: doraemon comes back,unknown,pg - children,7.26,430,unknown,
33290,gra-p & rodeo ii,original,pg-13 - teens 13 or older,3.77,13,summer 2016,pie in the sky
714,high school! kimengumi,unknown,none,7.42,562,fall 1985,
6032,aquarion movie: ippatsu gyakuten-hen,unknown,pg-13 - teens 13 or older,6.87,1619,unknown,satelight
2837,ariel deluxe,unknown,pg-13 - teens 13 or older,5.68,299,unknown,j.c.staff
30205,aoharu x kikanjuu,manga,pg-13 - teens 13 or older,7.29,62894,summer 2015,brain&#039
5351,mobile suit gundam 00: tenshitachi no kiseki,unknown,pg-13 - teens 13 or older,7.32,1734,unknown,sunrise
31490,one piece film: gold,manga,pg-13 - teens 13 or older,8.14,30925,unknown,toei animation
34183,nezumi-kun no kimochi,book,g - all ages,2,2,unknown,
6163,kuroshitsuji recap,manga,pg-13 - teens 13 or older,7.32,10220,unknown,a-1 pictures
24683,manzai taikouki,unknown,none,5,10,unknown,
37184,ze tian ji 2nd season,novel,pg-13 - teens 13 or older,6.59,46,unknown,shanghai foch film culture investment
36979,tanuki to kitsune,web manga,g - all ages,5.33,15,unknown,"gathering, lesprit"
31348,xue haizi,original,g - all ages,5.43,23,unknown,
7569,idol ace,unknown,pg-13 - teens 13 or older,5.36,333,unknown,olm
32707,jewelpet: attack chance!?,original,pg - children,5.92,75,unknown,aic
17277,code geass: soubou no oz picture drama,unknown,pg-13 - teens 13 or older,6.48,1731,unknown,sunrise
9242,nine: original han,unknown,none,6.22,45,unknown,
4684,scarecrowman,original,g - all ages,6.54,24,summer 2008,tms entertainment
5830,tsurupika hagemaru-kun,4-koma manga,pg - children,7.06,290,spring 1988,shin-ei animation
9781,hyouga senshi gaislugger,original,pg-13 - teens 13 or older,6.11,35,spring 1977,toei animation
33791,warui no wo taose!! salaryman man,original,pg - children,5.4,159,unknown,
5273,miracle giants doumu-kun,unknown,pg - children,7.42,325,spring 1989,
30939,shiranpuri,unknown,g - all ages,6.21,48,unknown,
842,ushio to tora,manga,pg-13 - teens 13 or older,7.23,2561,unknown,pastel
1757,di gi charat christmas special,unknown,g - all ages,6.74,1146,unknown,madhouse
1804,koko wa green wood,manga,pg-13 - teens 13 or older,6.94,1914,unknown,"studio pierrot, ajia-do"
4584,topo gigio,unknown,pg - children,6.3,678,spring 1988,nippon animation
12295,tobacco to hai,unknown,g - all ages,5.44,239,unknown,
34604,uq holder! ova,manga,pg-13 - teens 13 or older,7.31,2242,unknown,
2012,jigoku sensei nube,manga,pg-13 - teens 13 or older,7.66,3446,spring 1996,toei animation
10012,carnival phantasm,manga,pg-13 - teens 13 or older,7.97,47567,unknown,lerche
10643,gintama: dai hanseikai,manga,pg-13 - teens 13 or older,8.16,8388,unknown,sunrise
34550,warau salesman new,manga,pg-13 - teens 13 or older,6.28,3771,spring 2017,shin-ei animation
259,happy☆lesson,unknown,pg-13 - teens 13 or older,6.72,3688,unknown,
3020,gu-gu ganmo,manga,g - all ages,6.17,95,spring 1984,toei animation
23617,sore ike! anpanman: ringo boy to minna no negai,unknown,pg - children,6.17,12,unknown,tms entertainment
31598,luger code 1951,manga,pg-13 - teens 13 or older,6.49,5856,unknown,studio deen
36529,the idolm@ster sidem: passion of the passion,game,pg-13 - teens 13 or older,0,0,unknown,a-1 pictures
10859,sorette♡dakara ne!,original,g - all ages,5.08,716,unknown,asahi production
3768,play ball,manga,g - all ages,6.16,82,summer 2005,eiken
5476,fushigi na melmo,manga,pg - children,6.48,104,fall 1971,
36114,saishuu densha featuring izumi makura,music,g - all ages,4.42,36,unknown,
6547,angel beats!,original,pg-13 - teens 13 or older,8.31,641851,spring 2010,p.a. works
21875,chou akuukan bouheki cheese napolitan,unknown,pg-13 - teens 13 or older,5.23,383,unknown,
1932,yes! precure 5,original,g - all ages,7.26,3002,winter 2007,toei animation
13947,ashita no eleventachi,unknown,g - all ages,5.47,34,unknown,
31300,change our mirai!,original,pg-13 - teens 13 or older,5.69,690,unknown,trigger
37517,happy sugar life,manga,none,0,0,summer 2018,
6130,marie & gali,original,pg-13 - teens 13 or older,6.43,438,spring 2009,toei animation
749,nanami-chan,unknown,g - all ages,6.26,323,fall 2004,
22467,minihams no ai no uta,unknown,g - all ages,5.36,103,unknown,
2459,maison ikkoku: ikkokujima nanpa shimatsuki,unknown,pg-13 - teens 13 or older,7.14,1214,unknown,asread
34077,cardfight!! vanguard g: next,original,pg-13 - teens 13 or older,6.9,1044,fall 2016,olm
4800,huckleberry finn monogatari,novel,none,6.55,325,summer 1994,aubec
36781,original,music,g - all ages,4.53,32,unknown,
31636,dagashi kashi,manga,pg-13 - teens 13 or older,6.71,94017,winter 2016,feel.
6291,full metal panic! the second raid episode 000,light novel,pg-13 - teens 13 or older,7.51,13628,unknown,kyoto animation
29955,insomniac,unknown,g - all ages,5.27,82,unknown,
31551,yurumates 3d plus: natsuyasumi maison du wish report,unknown,pg-13 - teens 13 or older,6.12,197,unknown,
6984,hidamari sketch x 365 specials,4-koma manga,pg-13 - teens 13 or older,7.79,6367,unknown,shaft
1548,shin taketori monogatari: 1000-nen joou,manga,g - all ages,7.38,546,spring 1981,toei animation
25089,araiguma rascal specials,unknown,g - all ages,5.61,28,unknown,nippon animation
34961,yume oukoku to nemureru 100 nin no ouji-sama: short stories,game,pg-13 - teens 13 or older,6.61,91,unknown,satelight
10967,circuit no ookami ii: modena no ken,manga,none,5.36,33,unknown,gainax
9611,aa! megami-sama! (2011),manga,pg-13 - teens 13 or older,7.42,6695,unknown,
34614,teekyuu 8 specials,manga,pg-13 - teens 13 or older,6.3,224,unknown,millepensee
34841,haruniwa ie no 3 nin-me,manga,g - all ages,6.83,6,winter 1998,toei animation
13681,nekogami yaoyorozu specials,manga,pg-13 - teens 13 or older,6.31,251,unknown,aic plus+
12759,zoku zoku mura no obaketachi,unknown,pg - children,6.21,14,unknown,toei animation
32481,love live! kouhaku special anime,original,pg - children,6.5,923,unknown,sunrise
35708,afureko! ar,unknown,g - all ages,4.62,34,unknown,
9264,hana no ko lunlun: konnichiwa sakura no kuni,unknown,g - all ages,5.91,185,unknown,toei animation
36742,koisuru shirokuma tokubetsu-ban,manga,g - all ages,7.13,32,unknown,
2830,chibikko remi to meiken kapi,unknown,g - all ages,6.09,127,unknown,toei animation
22631,peeping life: tezuka pro - tatsunoko pro wonderland,unknown,pg - children,5.08,40,unknown,
34187,shima no kuregata no hanashi,original,g - all ages,6,5,unknown,toei video
31769,kojiki: hyuuga-hen,unknown,g - all ages,5.84,101,unknown,
34233,kimoshiba,original,g - all ages,5.83,6,fall 2016,"tms entertainment, jinnis animation studios"
34116,inochi,original,g - all ages,4.34,32,unknown,
29920,kobutori (1957),other,g - all ages,4.5,46,unknown,
9491,katsugeki shoujo tanteidan,original,g - all ages,5.08,351,unknown,tms entertainment
5274,magical★taruruuto-kun,manga,pg-13 - teens 13 or older,6.71,84,fall 1990,toei animation
9606,kaba no potomasu,unknown,pg - children,5.18,11,unknown,
21451,nihonbashi koukashita r keikaku,unknown,g - all ages,6.68,1172,unknown,"asahi production, rising force"
2034,lovely★complex,manga,pg-13 - teens 13 or older,8.18,159785,spring 2007,toei animation
34427,frame arms girl,other,pg-13 - teens 13 or older,6.5,5931,spring 2017,"zexcs, studio a-cat"
10460,kimi to boku.,manga,pg-13 - teens 13 or older,7.8,39401,fall 2011,j.c.staff
17201,toki no daichi: hana no oukoku no majo,manga,pg-13 - teens 13 or older,5.62,13,unknown,
910,himawari!,original,pg-13 - teens 13 or older,6.41,5770,spring 2006,arms
1048,the soultaker: tamashii-gari,original,pg-13 - teens 13 or older,6.45,5727,spring 2001,tatsunoko production
596,chobits: chibits,manga,pg-13 - teens 13 or older,7.07,22557,unknown,madhouse
4616,yumemiru topo gigio,unknown,pg - children,6.21,270,fall 1988,nippon animation
34946,yuki no joou,book,g - all ages,4.82,17,unknown,
36964,bonobono: uchuu kara kita tomodachi,4-koma manga,g - all ages,5,9,unknown,"eiken, tyo animations"
36952,tennis no ouji-sama: best games!!,manga,pg-13 - teens 13 or older,0,0,unknown,
5241,mofu☆mofu,original,g - all ages,5.3,62,unknown,
8604,oshiri kajiri mushi,unknown,g - all ages,4.84,319,unknown,
35543,turning mecard w season 2,unknown,pg - children,4.5,8,spring 2017,
3190,guitar wo motta shounen: kikaider vs. inazuman,unknown,pg-13 - teens 13 or older,6.59,314,unknown,
901,"dragon ball z movie 08: moetsukiro!! nessen, ressen, chougekisen",manga,pg-13 - teens 13 or older,7.55,56505,unknown,toei animation
2565,jungle taitei: susume leo!,manga,g - all ages,6.67,467,fall 1966,mushi production
2310,chou kidou densetsu dinagiga,unknown,pg-13 - teens 13 or older,5.09,246,unknown,studio deen
33674,no game no life: zero,light novel,pg-13 - teens 13 or older,8.74,78743,unknown,madhouse
2159,ookiku furikabutte,manga,pg-13 - teens 13 or older,8.06,25390,spring 2007,a-1 pictures
9388,ginga hyouryuu vifam: atsumatta 13-nin,unknown,none,5.85,33,unknown,sunrise
1212,oban star-racers,original,pg - children,7.53,16417,spring 2006,hal film maker
37029,hoozuki no reitetsu 2nd season: sono ni,manga,pg-13 - teens 13 or older,7.8,949,spring 2018,studio deen
3472,tenrankai no e,original,pg-13 - teens 13 or older,6.39,646,unknown,
890,yuusha-ou gaogaigar,original,g - all ages,7.93,3511,winter 1997,sunrise
30386,pikaia!,original,g - all ages,6.09,59,spring 2015,"production i.g, olm"
29503,gararin to gororin,unknown,pg - children,3.86,29,unknown,
