anime_id,title,source,rating,score,scored_by,premiered,studio
7578,gokinjo monogatari the movie,original,g - all ages,6.55,462,unknown,toei animation
314,ace wo nerae! 2,manga,pg-13 - teens 13 or older,6.76,292,unknown,
3695,spectral force chronicle divergence,game,pg-13 - teens 13 or older,4.93,140,unknown,
287,grappler baki (tv),manga,pg-13 - teens 13 or older,7.42,15617,winter 2001,group tac
7721,meat or die,unknown,pg - children,5,75,unknown,
10855,penguin no mondai max,unknown,g - all ages,6.33,21,spring 2010,shogakukan music &amp
32548,imawa no kuni no alice,manga,pg-13 - teens 13 or older,6.3,518,unknown,production i.g
3473,souseiki,unknown,pg - children,5.65,673,unknown,
8213,hoka hoka kazoku,unknown,g - all ages,5.93,91,fall 1976,eiken
6885,sora no manimani specials,unknown,pg-13 - teens 13 or older,6.62,2473,unknown,
7877,"momoko, kaeru no uta ga kikoeru yo.",book,g - all ages,7.64,594,unknown,
10572,ro-kyu-bu!,light novel,pg-13 - teens 13 or older,6.98,25460,summer 2011,"barnum studio, project no.9, studio blanc"
27459,porong porong pororo 5,unknown,g - all ages,6.26,31,winter 2014,
26011,super backkom,original,g - all ages,5.87,82,unknown,rg animation studios
14563,maji de otaku na english! ribbon-chan: eigo de tatakau mahou shoujo,unknown,pg-13 - teens 13 or older,5.29,1115,summer 2012,aic frontier
33571,zenryoku yobikou 5.5 seminar,other,pg-13 - teens 13 or older,5.11,18,unknown,
81,mobile suit gundam: the 08th ms team,original,pg-13 - teens 13 or older,8.1,24855,unknown,sunrise
2123,digimon x-evolution,original,pg - children,7.25,7888,unknown,toei animation
29742,butazuka,unknown,pg - children,3.78,9,unknown,
35081,the idolm@ster million live! 4th anniversary pv,game,pg-13 - teens 13 or older,6.72,193,unknown,
34839,sanrio danshi,original,pg-13 - teens 13 or older,6.68,5338,winter 2018,studio pierrot
7092,shoujo fight: norainu-tachi no odekake,unknown,pg-13 - teens 13 or older,5.51,43,unknown,production i.g
23857,go! go! kadendanshi 2nd season,unknown,g - all ages,5.06,17,unknown,dle
3800,arrow emblem grand prix no taka,unknown,pg-13 - teens 13 or older,6.58,383,fall 1977,toei animation
32023,bubuki buranki,original,pg-13 - teens 13 or older,6.4,19194,winter 2016,sanzigen
1625,soul link special,visual novel,pg-13 - teens 13 or older,5.94,858,unknown,
28427,isobe isobee monogatari: ukiyo wa tsurai yo,manga,g - all ages,5.22,23,unknown,
10834,baka to test to shoukanjuu: spinout! sore ga bokura no nichijou,light novel,pg-13 - teens 13 or older,7.36,9586,unknown,silver link.
13255,haru wa kuru,unknown,g - all ages,5.87,330,unknown,studio 4°c
7021,ni-hiki no sanma,original,g - all ages,5.05,245,unknown,
9395,miyanishi tatsuya gekijou: omae umasou da na,picture book,g - all ages,6.52,342,fall 2010,
17151,mogu mogu,unknown,g - all ages,4.67,154,unknown,
24823,days,unknown,g - all ages,6.81,2141,unknown,
837,kyou no 5 no 2,manga,pg-13 - teens 13 or older,7.29,12399,unknown,shinkuukan
28579,kyoro-chan no jishin youjin hi no youjin,other,g - all ages,6.63,24,unknown,
4460,kikumana,original,pg-13 - teens 13 or older,5.94,3085,unknown,
28695,nonsense monogatari dai ippen: sarugashima,original,g - all ages,5.44,106,unknown,
11093,ziggy: soreyuke! r&r band,unknown,pg-13 - teens 13 or older,6.1,30,unknown,studio deen
30058,hong ling jin xia,unknown,pg - children,5.89,72,unknown,
35112,panpaka pants o new-san,original,g - all ages,4.43,7,spring 2017,
36037,senran kagura 2nd season,game,none,0,0,unknown,
10058,sore ike! anpanman: yuurei sen wo yattsukero!!,unknown,pg - children,6.29,41,unknown,tms entertainment
30771,mudai,unknown,pg-13 - teens 13 or older,7.35,1776,unknown,
3433,go-q-choji ikkiman,manga,g - all ages,6.6,116,spring 1986,toei animation
348,binzume yousei,original,g - all ages,6.52,6020,fall 2003,xebec
11873,oraa guzura dado (1987),unknown,pg - children,6.28,87,fall 1987,tatsunoko production
36712,mighty thor: battle royale,other,g - all ages,3.42,43,unknown,
34016,hatsukoi monster ova,manga,pg-13 - teens 13 or older,6.48,424,unknown,studio deen
31754,aoharu x kikanjuu: kemono-tachi no senjou da na!,manga,pg-13 - teens 13 or older,7.33,11532,unknown,brain&#039
29395,fafa movie,other,g - all ages,3.83,48,unknown,
35883,cinderella girls gekijou 2nd season,4-koma manga,pg-13 - teens 13 or older,6.7,1729,fall 2017,gathering
18305,15 sonyeon uju pyoryugi,unknown,pg-13 - teens 13 or older,5.42,48,unknown,
30015,relife,web manga,pg-13 - teens 13 or older,8.14,218273,summer 2016,tms entertainment
35997,märchen mädchen,light novel,pg-13 - teens 13 or older,5.49,6561,winter 2018,hoods entertainment
13513,anima,unknown,g - all ages,5.02,645,unknown,
2933,mirai keisatsu urashiman,manga,pg-13 - teens 13 or older,6.83,228,winter 1983,tatsunoko production
2090,choujikuu seiki orguss 02,unknown,pg-13 - teens 13 or older,6.88,758,unknown,j.c.staff
3576,kodai ouja kyouryuu king,game,pg - children,6.11,3907,winter 2007,sunrise
25075,shoukoushi cedie specials,unknown,g - all ages,6.61,18,unknown,nippon animation
31868,bug tte honey: megarom shoujo mai 4622,game,g - all ages,4.13,8,unknown,
10711,plastic neesan,manga,pg-13 - teens 13 or older,7.36,65952,unknown,tyo animations
4371,uchuu senshi baldios (movie),unknown,pg-13 - teens 13 or older,6.57,249,unknown,
715,yume de aetara,manga,pg-13 - teens 13 or older,6.59,1414,unknown,j.c.staff
16211,bakumatsu gijinden roman,unknown,pg-13 - teens 13 or older,6.18,3217,winter 2013,tms entertainment
3089,the sky crawlers,novel,pg-13 - teens 13 or older,7.36,18746,unknown,production i.g
866,slayers premium,light novel,pg-13 - teens 13 or older,7.29,7455,unknown,hal film maker
3898,mazinger z tai devilman,unknown,pg-13 - teens 13 or older,6.19,913,unknown,
25393,master of torque 2,unknown,g - all ages,5.38,119,unknown,shimogumi
2082,marriage: kekkon,visual novel,pg-13 - teens 13 or older,5.46,271,unknown,
2141,oseam,novel,g - all ages,7.37,1360,unknown,
2829,ie naki ko remy,novel,g - all ages,8.04,4401,fall 1996,nippon animation
2747,tetsuwan atom,manga,pg - children,7.25,1785,winter 1963,mushi production
31102,taiko no tatsujin: 15 shuunenkinen short animation,unknown,g - all ages,5.31,343,unknown,studio ghibli
1193,happy seven: the tv manga,light novel,pg - children,6.42,1154,fall 2005,studio hibari
48,.hack//sign,original,pg-13 - teens 13 or older,7.09,61485,spring 2002,bee train
4737,himitsukessha taka no tsume,unknown,pg-13 - teens 13 or older,6.28,103,spring 2006,dle
19799,robot girls z,original,pg-13 - teens 13 or older,6.51,5900,unknown,toei animation
21523,baku tech! bakugan gachi,unknown,pg - children,6.04,418,spring 2013,
12917,madang-eul naon amtalg,book,g - all ages,7.87,736,unknown,odolttogi
2284,transformers: car robots,unknown,pg - children,6.67,1566,spring 2000,studio gallop
11791,sore ike! anpanman: ruby no negai,unknown,pg - children,6.31,70,unknown,
18849,natsume yuujinchou: nyanko-sensei to hajimete no otsukai,manga,pg-13 - teens 13 or older,7.7,10048,unknown,brain&#039
23781,blade & soul specials,game,pg-13 - teens 13 or older,5.89,2125,unknown,gonzo
3270,igpx: immortal grand prix (2005),original,pg-13 - teens 13 or older,7.19,6139,fall 2005,production i.g
3175,kaitei choutokkyuu: marine express,unknown,pg-13 - teens 13 or older,6.19,267,unknown,
34052,100% pascal-sensei (tv),manga,g - all ages,5.61,313,spring 2017,olm
35574,ganbare!! tabuchi-kun!! (ona),manga,g - all ages,6.5,4,unknown,opera house
3075,tondera house no daibouken,original,g - all ages,6.45,302,spring 1982,tatsunoko production
11713,suisenzuki no yokka,unknown,g - all ages,6.6,15,unknown,
3858,konchuu monogatari minashigo hutch,original,g - all ages,6.42,828,spring 1970,tatsunoko production
31070,etotama specials,unknown,pg-13 - teens 13 or older,6.6,2296,unknown,"shirogumi, encourage films"
36661,da hu fa,original,pg-13 - teens 13 or older,5.14,7,unknown,nice boat animation
240,genshiken,manga,pg-13 - teens 13 or older,7.72,53796,fall 2004,palm studio
25109,inuyama kamiko no kireigoto ja owaranai!,unknown,g - all ages,4.69,26,unknown,
34439,code geass: hangyaku no lelouch ii - handou,original,none,7.76,379,unknown,sunrise
20473,teekyuu 3,manga,pg-13 - teens 13 or older,6.91,10211,fall 2013,mappa
34636,ballroom e youkoso,manga,pg-13 - teens 13 or older,8.34,49283,summer 2017,production i.g
21999,duel masters victory v3,original,pg-13 - teens 13 or older,5.97,126,spring 2013,
6033,dragon ball kai,manga,pg-13 - teens 13 or older,7.91,92032,spring 2009,toei animation
30420,dr. slump: arale-chan no koutsuu anzen,manga,g - all ages,5.85,76,unknown,toei animation
49,aa! megami-sama!,manga,pg-13 - teens 13 or older,7.38,20930,unknown,aic
35552,pokemon daisuki club,game,g - all ages,6.25,204,unknown,
937,appleseed,manga,pg-13 - teens 13 or older,6.74,9493,unknown,gainax
6688,pattenrai!! minami no shima no mizu monogatari,unknown,g - all ages,6.18,135,unknown,
8763,hajime ningen gyatoruz,manga,pg-13 - teens 13 or older,6.55,40,fall 1974,tokyo movie shinsha
37164,yao shen ji 2nd season,novel,pg-13 - teens 13 or older,7.4,222,unknown,
18821,ano yama ni noborou yo,unknown,pg - children,5.44,25,unknown,toei animation
27891,sword art online ii: debriefing,light novel,pg-13 - teens 13 or older,6.63,31111,unknown,a-1 pictures
34843,ponkotsu quest x monsterz,other,pg - children,5.25,12,unknown,
35365,kkoma sinseon tao 2,original,g - all ages,4.75,8,winter 2013,
16255,meisou-ou border,manga,pg-13 - teens 13 or older,5.66,106,unknown,artland
10740,pokemon best wishes!: victini to shiroki eiyuu reshiram,game,pg - children,6.84,11395,unknown,olm
30381,sousei no aquarion evol,original,pg-13 - teens 13 or older,6.84,2161,unknown,satelight
33299,magic-kyun! renaissance,original,pg-13 - teens 13 or older,7.26,8224,fall 2016,sunrise
35734,"zoojazoo ""watashi no onaka""",unknown,g - all ages,4.3,30,unknown,
13173,puka puka juju,unknown,g - all ages,6.78,2260,unknown,
36392,waga na wa cowboy,original,g - all ages,4,10,unknown,
3845,mahoutsukai chappy,unknown,g - all ages,6.14,76,spring 1972,toei animation
852,gokinjo monogatari,manga,pg-13 - teens 13 or older,7.53,1974,fall 1995,toei animation
6842,oyoge ya oyoge,original,g - all ages,4.94,238,unknown,
615,nurse witch komugi-chan magikarte,original,pg-13 - teens 13 or older,6.72,4371,unknown,"kyoto animation, tatsunoko production"
36602,my dearest song,original,g - all ages,5.54,118,unknown,
6093,anmitsu hime,manga,g - all ages,6.51,101,fall 1986,studio pierrot
9562,tachumaru gekijou,unknown,none,5.82,11,fall 2010,tatsunoko production
19071,"hyakumannen attara, dousuru?",unknown,g - all ages,5.54,13,unknown,
32778,ame no bus stop-hen,music,g - all ages,4.73,75,unknown,
31890,nurse witch komugi-chan r,original,pg-13 - teens 13 or older,5.99,2651,winter 2016,tatsunoko production
21551,kaitei toshi no dekiru made,unknown,g - all ages,6,5,unknown,
22411,asa ga kuru mae ni: sasurai version,unknown,g - all ages,5.49,140,unknown,
8394,cyborg 009 (tv),manga,pg-13 - teens 13 or older,7.07,1317,spring 1968,toei animation
18429,lupin iii vs. detective conan: the movie,unknown,g - all ages,8.02,7528,unknown,tms entertainment
23633,poppoya-san: nonki ekichou,original,g - all ages,7.45,11,unknown,
9930,snow halation,music,pg-13 - teens 13 or older,7.72,7260,unknown,sunrise
11281,keroro gunsou: mushakero ohirome sengoku ranstar dai battle,unknown,pg - children,7.06,223,unknown,sunrise
33741,kidou keisatsu patlabor: reboot,original,pg-13 - teens 13 or older,6.73,1010,unknown,khara
23409,duel masters vs,original,pg-13 - teens 13 or older,6.17,109,spring 2014,ascension
3183,maps: densetsu no samayoeru seijin-tachi,unknown,pg-13 - teens 13 or older,6.07,129,unknown,
37596,poputepipikku 2,4-koma manga,pg-13 - teens 13 or older,0,0,unknown,
20715,mint,original,none,0,0,unknown,
23799,dango san kyoudai attoiuma gekijou,unknown,g - all ages,7.35,17,fall 1999,
12477,sakasama no patema,original,pg-13 - teens 13 or older,8.17,67370,unknown,"studio rikka, purple cow studio japan"
15591,joshiraku ova,manga,pg-13 - teens 13 or older,7.48,5920,unknown,j.c.staff
18823,hello kitty no kieta santa-san no okurimono,unknown,g - all ages,5.66,38,unknown,
2744,potemayo,4-koma manga,pg-13 - teens 13 or older,7.37,5172,summer 2007,j.c.staff
33267,jinxiu shenzhou zhi qi you ji,original,none,5.73,15,unknown,
6918,wolverine,other,pg-13 - teens 13 or older,6.19,7880,winter 2011,madhouse
1873,plawres sanshirou,manga,pg-13 - teens 13 or older,7.57,807,summer 1983,
17315,shin pro golfer saru,unknown,pg - children,6.71,14,spring 1988,shin-ei animation
25329,sensuikan ni koi wo shita kujira no hanashi,unknown,pg - children,5.86,7,unknown,
34264,ninja bear,original,g - all ages,0,0,unknown,koo-ki
30654,ansatsu kyoushitsu 2nd season,manga,pg-13 - teens 13 or older,8.66,213765,winter 2016,lerche
29850,akb48 stage fighter,unknown,g - all ages,5.31,205,unknown,
30989,bary-san no imabari-ben kouza,original,g - all ages,5.61,18,summer 2015,kachidoki studio
34224,doubutsu mura no kodomo-tachi,original,g - all ages,4.13,8,unknown,
425,shiritsu araiso koutougakkou seitokai shikkoubu,manga,pg-13 - teens 13 or older,6.55,2297,unknown,nippon animation
21711,torero kamomiro,music,g - all ages,4.87,71,unknown,
32926,duel masters: hamukatsu to dogiragon no curry-pan daibouken,original,pg-13 - teens 13 or older,4.44,32,unknown,
9361,molly star-racer,unknown,g - all ages,5.68,731,unknown,
7510,shisha no sho,unknown,pg-13 - teens 13 or older,6.09,229,unknown,
8145,gegege no kitarou: nippon bakuretsu,unknown,g - all ages,6.43,156,unknown,toei animation
3683,kabatotto,unknown,g - all ages,6.43,77,winter 1971,tatsunoko production
32581,gaza: changing the world,original,pg-13 - teens 13 or older,5.65,71,unknown,
35202,hand shakers: go ago go,original,pg-13 - teens 13 or older,5.76,608,unknown,gohands
1133,tenchi muyou! gxp,original,pg-13 - teens 13 or older,7.24,10123,spring 2002,aic
32257,mahou no tenshi creamy mami no otogibanashi,manga,g - all ages,4.91,32,unknown,
9817,mcdull: gushi,unknown,g - all ages,6.57,56,unknown,
37017,kensaku to enjin no abc days,original,g - all ages,4.77,13,unknown,
12001,one piece 3d: gekisou! trap coaster,manga,pg-13 - teens 13 or older,7.26,4450,unknown,toei animation
31519,anitore! ex,original,pg-13 - teens 13 or older,5.53,7981,fall 2015,rising force
30024,sos kochira chikyuu,unknown,g - all ages,6.33,6,unknown,
12965,jewelpet movie: sweets dance princess,original,pg - children,6.11,112,unknown,studio comet
32739,jra hokan keikaku,original,g - all ages,4.81,428,unknown,gainax
20581,nekketsu tantei jimusho,unknown,pg-13 - teens 13 or older,5.42,114,unknown,
536,slayers: the motion picture,light novel,pg-13 - teens 13 or older,7.36,10349,unknown,j.c.staff
1266,yoroiden samurai troopers kikoutei densetsu,unknown,pg-13 - teens 13 or older,6.77,654,unknown,sunrise
23107,go-go tamagotchi!,unknown,g - all ages,6.57,37,spring 2014,olm
2700,uchuu kaizoku mito no daibouken: futari no joou-sama,unknown,pg-13 - teens 13 or older,6.33,247,summer 1999,"xebec, genco, triangle staff"
2911,kyoushirou to towa no sora specials,manga,pg-13 - teens 13 or older,6.69,1561, fallout with sojitz corporation.,adv films
7174,usaru-san,unknown,pg - children,6.07,555,unknown,olm
23209,sora no method,original,pg-13 - teens 13 or older,6.79,20545,fall 2014,studio 3hz
35517,caribadix,original,pg - children,4.88,8,spring 2017,
1123,beet the vandel buster excellion,manga,pg - children,6.8,2612,fall 2005,toei animation
16159,mirai kara kita shounen super jetter,original,g - all ages,5.83,18,winter 1965,
32461,mitsuami no kamisama,manga,g - all ages,6.87,268,unknown,production i.g
8150,gegege no kitarou: chisougan,unknown,g - all ages,6.02,94,unknown,toei animation
36486,lalala lala-chan ★uchuu ni muchuu★,other,pg - children,5,5,fall 2017,usagi ou
2278,mahou yuugi 3d,original,pg-13 - teens 13 or older,5.78,588,unknown,aic
33201,ojisan to marshmallow special,web manga,pg-13 - teens 13 or older,6.11,5697,unknown,creators in pack
1543,yoake mae yori ruriiro na: crescent love,visual novel,pg-13 - teens 13 or older,7.2,12034,fall 2006,daume
31389,fate/stay night: unlimited blade works 2nd season - sunny day,visual novel,pg-13 - teens 13 or older,7.48,25469,unknown,ufotable
6311,sarutobi ecchan,unknown,pg - children,6,114,fall 1971,toei animation
21041,follow me,unknown,g - all ages,6.37,1039,unknown,
1721,hitohira,manga,pg-13 - teens 13 or older,6.85,6038,spring 2007,xebec
1892,yat anshin! uchuu ryokou 2,original,pg-13 - teens 13 or older,7.01,237,spring 1998,group tac
33532,twin angel break,game,pg-13 - teens 13 or older,5.96,1909,spring 2017,j.c.staff
33499,ganbare! kickers specials,manga,g - all ages,6.35,112,unknown,studio pierrot
4723,seishun anime zenshuu,other,g - all ages,6.68,83,spring 1986,nippon animation
13159,kuromajo-san ga tooru!!,novel,pg - children,6.49,1349,spring 2012,shin-ei animation
36093,car radio,music,g - all ages,4.82,39,unknown,
684,tenshi no shippo chu!,unknown,pg-13 - teens 13 or older,6.6,1733,spring 2003,
7308,mirai shounen conan (movie),novel,pg-13 - teens 13 or older,7.08,309,unknown,nippon animation
35233,jingisukan no jin-kun,other,g - all ages,4.13,8,unknown,
